id,issue_id,user_id,verdict,created_at
fa54b3d0-3b41-46de-ba42-9434f479b4f7,0fb85080-7d52-4e5b-8ce6-710566d9b93b,d196618d-abd0-4d68-bccc-da1301e73bde,true,2026-06-18T11:36:54.429Z
d8947c76-8ba9-4abf-86b1-ab7d0b372d06,b3522d9b-d2c7-4ac2-a7da-643f12d30a9c,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,true,2026-06-25T03:57:26.263Z
dd11da4a-7851-4ddc-aac9-b4fabe94539e,b3522d9b-d2c7-4ac2-a7da-643f12d30a9c,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,false,2026-06-20T02:58:36.278Z
67f3e1ca-f8a9-4e55-81b8-0f037a7d2256,1858816d-06b1-485c-94c8-d56a2a8fafc7,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,true,2026-06-24T14:21:26.523Z
fc8f6ddb-522c-4932-a1cd-e51e9290de79,5749e1d6-2eb3-409f-99b1-53edaa017638,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,true,2026-06-23T18:47:32.166Z
6796d489-92ff-4ac6-876e-5d6bd660a13d,5749e1d6-2eb3-409f-99b1-53edaa017638,a7a79cdf-da63-4c19-97ca-19e8313e7b55,true,2026-06-16T22:41:27.073Z
75ae8c78-a3c2-4929-859d-5cdd110f3606,83a3720a-6a76-41a5-aff5-e80f0005800c,ff5d0b20-c798-4567-8152-514ee823b563,true,2026-06-17T08:26:05.582Z
7e7d7119-1798-488d-87e7-b6e041680709,eaa43ca0-50df-4e5e-bd59-e202096652c9,6a5f5dc4-2aa8-4d1c-ae1e-f1535dc0b459,true,2026-06-19T23:20:17.091Z
9ca9693f-3f64-4776-a041-8daa252cf004,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,2c63bfe7-2d97-411c-a0fd-ca12eee458c0,false,2026-06-26T15:55:24.586Z
a6a4c46c-7a6b-47a7-9467-75133da48ab5,d335ecad-69fc-423c-bcc7-62a33252dba2,3ed3bcbe-22f6-44f3-9aa6-39084f360baf,true,2026-06-18T17:59:01.502Z
a9c85c96-a191-4fa5-a6c1-66b0ac1c6094,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,d196618d-abd0-4d68-bccc-da1301e73bde,true,2026-06-21T12:12:24.774Z
3f6b4bd1-ef48-4768-a6ee-4b494157b8fa,98d09dd1-d697-4f62-b077-276c5ec6940c,558b4ade-c7dc-456e-a817-ca2250410132,false,2026-06-22T12:37:42.891Z
f79e6cda-a32a-4c62-bc8b-a3648be2f05f,83a3720a-6a76-41a5-aff5-e80f0005800c,9f0166a7-9a1e-4e56-ada7-4516a2717fb8,false,2026-06-23T13:12:28.515Z
4b230002-7c16-43fb-a950-ddb31c5d70f3,97da7570-27c0-4a5b-9b8d-7f4a78b550c8,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,true,2026-06-21T15:35:02.850Z
6cd37d88-6e2c-4e08-8acb-4b85c7262b98,5169db68-ed15-4c41-b9be-31af66a5cf3f,3ed3bcbe-22f6-44f3-9aa6-39084f360baf,true,2026-06-20T05:25:53.334Z
047c419e-06e9-4830-9e8a-90e89435c5fa,1858816d-06b1-485c-94c8-d56a2a8fafc7,250ca593-e194-483e-9ac6-fd465d97c4db,true,2026-06-24T16:36:26.597Z
1e8cb291-2aa3-428f-bff4-660b4af251e8,d0fb691e-c48e-4854-9e60-847dca53eaf8,14076684-d510-4186-abf1-7fd70f80055d,true,2026-06-20T16:51:33.140Z
fef9e0d5-382e-4446-b8cd-097bc11ebe1b,5169db68-ed15-4c41-b9be-31af66a5cf3f,558b4ade-c7dc-456e-a817-ca2250410132,true,2026-06-21T00:31:52.614Z
9d74b34f-acf2-427b-a09e-c326482fde92,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,e0636f7f-132d-421e-83cb-3454ce87ddec,true,2026-06-17T18:42:19.185Z
d9519c30-7071-468f-a6f5-db3d770f9343,97da7570-27c0-4a5b-9b8d-7f4a78b550c8,6a5f5dc4-2aa8-4d1c-ae1e-f1535dc0b459,true,2026-06-18T10:14:32.438Z
dcd79aa4-e116-4cbc-9b7f-8c21d7e9a5b4,83a3720a-6a76-41a5-aff5-e80f0005800c,d196618d-abd0-4d68-bccc-da1301e73bde,false,2026-06-18T14:47:23.674Z
ea2df845-1314-42d2-82c2-8d29aaa04a38,eaa43ca0-50df-4e5e-bd59-e202096652c9,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,true,2026-06-17T05:22:37.410Z
0700bc6e-2347-4d28-96a3-5137a2a9660a,8400945e-0ea6-494f-b953-690431f4fd8e,e4e691ba-fd51-45ad-afdc-4aa3d8474bed,true,2026-06-20T17:26:30.579Z
a34f4585-0530-48df-afeb-00a128ec6b5e,ae6cac5f-5890-4a69-9135-a7d254643b49,250ca593-e194-483e-9ac6-fd465d97c4db,true,2026-06-22T07:48:45.724Z
466f5f69-60d5-4c16-a697-440e6b5c74c2,c9ff1655-af10-40e3-83b5-4cf238e3f4f6,250ca593-e194-483e-9ac6-fd465d97c4db,true,2026-06-19T18:25:55.778Z
b3b97a7e-45a3-47b7-a58f-b02bd3b4ed3f,98d09dd1-d697-4f62-b077-276c5ec6940c,026d70da-2769-4731-8535-d9c7e9dbeb52,true,2026-06-22T02:31:41.352Z
fe6e3507-3d82-4a20-a351-6680e9129c78,ae6cac5f-5890-4a69-9135-a7d254643b49,ff5d0b20-c798-4567-8152-514ee823b563,true,2026-06-24T22:04:09.420Z
7816bae8-10d7-4870-9ca6-c7039e6aac6c,5169db68-ed15-4c41-b9be-31af66a5cf3f,ff5d0b20-c798-4567-8152-514ee823b563,true,2026-06-16T22:53:21.855Z
a4a19b4b-a4fe-45d0-af28-3bde0628f038,d335ecad-69fc-423c-bcc7-62a33252dba2,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,false,2026-06-17T07:49:11.725Z
374f0d75-fcbc-4faf-8f1b-0708ebacb3f6,c802555e-4f0a-4efa-8120-f9753ad341af,0a9373b0-aeae-4f61-84eb-365ec49ec6c6,false,2026-06-26T00:48:51.627Z
36c7abc0-2983-4349-8843-fef9d8f9a5e1,83a3720a-6a76-41a5-aff5-e80f0005800c,250ca593-e194-483e-9ac6-fd465d97c4db,true,2026-06-19T00:54:30.924Z
ac349e0c-c8af-4185-9d22-e2fd211ae161,83a3720a-6a76-41a5-aff5-e80f0005800c,15932c32-bdd5-4ebe-97b9-ee94b3fa9e1c,true,2026-06-22T11:12:43.738Z
bba49498-c414-47d9-b23c-e7b872eb3a9a,b3522d9b-d2c7-4ac2-a7da-643f12d30a9c,42b9d525-9e1c-4c49-b788-ec437c1aa591,true,2026-06-18T09:44:00.993Z
46bcd17e-3cec-4d0b-a253-4f7f37f30391,82c33eee-dbbc-4337-a428-a567932fcf34,b295b090-7ce8-4346-8a8d-f2e4e60f3236,true,2026-06-18T22:29:47.762Z
e0328ca3-025b-4a4e-95a4-839721910bb7,64db814b-f412-4ee7-9dc7-c926095b2701,9f0166a7-9a1e-4e56-ada7-4516a2717fb8,true,2026-06-21T23:20:26.645Z
2696e5d2-5717-4782-a5e8-9aed28d4e280,5749e1d6-2eb3-409f-99b1-53edaa017638,d196618d-abd0-4d68-bccc-da1301e73bde,true,2026-06-23T17:48:17.833Z
88a2616f-422e-48f5-8151-ba99b3e64786,a45b63e9-79ef-43d4-99b1-b43f78cdfbcb,ff5d0b20-c798-4567-8152-514ee823b563,false,2026-06-26T15:03:20.168Z
4ded3076-cc34-4a60-aa58-9c931fdf99be,8400945e-0ea6-494f-b953-690431f4fd8e,ff5d0b20-c798-4567-8152-514ee823b563,true,2026-06-18T18:07:05.708Z
f0e6df36-0fec-4063-a940-2a9177d103fb,5749e1d6-2eb3-409f-99b1-53edaa017638,e7de5251-ea87-42e3-8eb5-d0369c7d3145,true,2026-06-16T22:57:13.761Z
e1180d65-8b4a-4c8f-b78f-862b99e2995a,a45b63e9-79ef-43d4-99b1-b43f78cdfbcb,42b9d525-9e1c-4c49-b788-ec437c1aa591,true,2026-06-23T00:14:54.232Z
